epoch,step,test_accuracy,test_iou,test_loss,train_loss,val_loss
0,49,,,,0.158979594707489,
0,99,,,,0.15775510668754578,
0,149,,,,0.7016326189041138,
0,199,,,,0.29122447967529297,
0,249,,,,0.13836733996868134,
0,299,,,,0.28632652759552,
0,349,,,,0.8512244820594788,
0,399,,,,0.7338775396347046,
0,449,,,,0.3534693717956543,
0,499,,,,0.009183673188090324,
0,549,,,,0.42408162355422974,
0,599,,,,0.45061224699020386,
0,649,,,,0.19326530396938324,
0,699,,,,1.499795913696289,
0,749,,,,0.8891836404800415,
0,799,,,,0.572857141494751,
0,845,,,,,0.6864286661148071
1,849,,,,0.41591835021972656,
1,899,,,,0.2355102002620697,
1,949,,,,1.594897985458374,
1,999,,,,1.840000033378601,
1,1049,,,,0.4497959017753601,
1,1099,,,,0.14979591965675354,
1,1149,,,,0.3130612075328827,
1,1199,,,,0.9944897890090942,
1,1249,,,,0.026530612260103226,
1,1299,,,,1.6479591131210327,
1,1349,,,,0.3789795935153961,
1,1399,,,,0.03551020473241806,
1,1449,,,,0.21489796042442322,
1,1499,,,,1.3265305757522583,
1,1549,,,,0.05306122452020645,
1,1599,,,,0.8818367123603821,
1,1649,,,,0.1806122362613678,
1,1691,,,,,0.6864286661148071
2,1699,,,,0.5226530432701111,
2,1749,,,,0.5118367075920105,
2,1799,,,,0.0,
2,1849,,,,1.5163265466690063,
2,1899,,,,0.5069387555122375,
2,1949,,,,0.17938774824142456,
2,1999,,,,0.42469388246536255,
2,2049,,,,0.7887755036354065,
2,2099,,,,0.0,
2,2149,,,,0.14918367564678192,
2,2199,,,,2.4002039432525635,
2,2249,,,,0.014693877659738064,
2,2299,,,,0.0004081632650922984,
2,2349,,,,0.7648979425430298,
2,2399,,,,0.559387743473053,
2,2449,,,,1.5348979234695435,
2,2499,,,,0.7034693956375122,
2,2537,,,,,0.6864286661148071
3,2549,,,,0.7620407938957214,
3,2599,,,,0.0,
3,2649,,,,1.0659183263778687,
3,2699,,,,1.1030611991882324,
3,2749,,,,1.0818367004394531,
3,2799,,,,0.26897957921028137,
3,2849,,,,0.8881632685661316,
3,2899,,,,0.06775510311126709,
3,2949,,,,0.0028571428265422583,
3,2999,,,,0.6928571462631226,
3,3049,,,,0.3710204064846039,
3,3099,,,,0.7379591464996338,
3,3149,,,,0.13020408153533936,
3,3199,,,,0.22551019489765167,
3,3249,,,,0.17306122183799744,
3,3299,,,,0.17122448980808258,
3,3349,,,,0.15285713970661163,
3,3383,,,,,0.6864286661148071
4,3399,,,,0.07632652670145035,
4,3449,,,,2.453061103820801,
4,3499,,,,1.25,
4,3549,,,,0.4175510108470917,
4,3599,,,,0.6793877482414246,
4,3649,,,,0.5477551221847534,
4,3699,,,,0.5561224222183228,
4,3749,,,,0.37510204315185547,
4,3799,,,,0.8775510191917419,
4,3849,,,,0.4948979616165161,
4,3899,,,,1.2306122779846191,
4,3949,,,,0.1940816342830658,
4,3999,,,,0.316122442483902,
4,4049,,,,0.28959181904792786,
4,4099,,,,0.456938773393631,
4,4149,,,,0.3585714101791382,
4,4199,,,,0.3316326439380646,
4,4229,,,,,0.6864286661148071
5,4249,,,,0.8528571128845215,
5,4299,,,,0.5148979425430298,
5,4349,,,,0.28918367624282837,
5,4399,,,,0.4404081702232361,
5,4449,,,,0.4912244975566864,
5,4499,,,,1.0385713577270508,
5,4549,,,,0.7051020264625549,
5,4599,,,,0.7977550625801086,
5,4649,,,,1.21367347240448,
5,4699,,,,0.5932652950286865,
5,4749,,,,3.5422449111938477,
5,4799,,,,0.11591836810112,
5,4849,,,,0.4357142746448517,
5,4899,,,,0.672448992729187,
5,4949,,,,1.7461224794387817,
5,4999,,,,0.6302040815353394,
5,5049,,,,0.36265304684638977,
5,5075,,,,,0.6864286661148071
6,5099,,,,0.16265305876731873,
6,5149,,,,0.5867347121238708,
6,5199,,,,0.1708163172006607,
6,5249,,,,0.25387755036354065,
6,5299,,,,0.12469387799501419,
6,5349,,,,0.21244896948337555,
6,5399,,,,0.736530601978302,
6,5449,,,,4.607142925262451,
6,5499,,,,0.011428571306169033,
6,5549,,,,0.7840816378593445,
6,5599,,,,0.0006122448830865324,
6,5649,,,,0.950204074382782,
6,5699,,,,0.3116326630115509,
6,5749,,,,2.2838776111602783,
6,5799,,,,0.5473469495773315,
6,5849,,,,0.2402040809392929,
6,5899,,,,1.295918345451355,
6,5921,,,,,0.6864286661148071
7,5949,,,,0.18244898319244385,
7,5999,,,,1.78632652759552,
7,6049,,,,0.3653061091899872,
7,6099,,,,1.2236734628677368,
7,6149,,,,0.7861224412918091,
7,6199,,,,0.2871428430080414,
7,6249,,,,1.2065305709838867,
7,6299,,,,0.06081632524728775,
7,6349,,,,0.3497959077358246,
7,6399,,,,0.8646938800811768,
7,6449,,,,0.40918368101119995,
7,6499,,,,0.39938774704933167,
7,6549,,,,0.20306122303009033,
7,6599,,,,1.1744897365570068,
7,6649,,,,0.13857142627239227,
7,6699,,,,0.30204081535339355,
7,6749,,,,0.3928571343421936,
7,6767,,,,,0.6864286661148071
8,6799,,,,0.32163265347480774,
8,6849,,,,0.7283673286437988,
8,6899,,,,0.5222448706626892,
8,6949,,,,0.23489795625209808,
8,6999,,,,1.209183692932129,
8,7049,,,,1.3408162593841553,
8,7099,,,,1.582244873046875,
8,7149,,,,1.1795917749404907,
8,7199,,,,0.5199999809265137,
8,7249,,,,0.19591836631298065,
8,7299,,,,0.2489795833826065,
8,7349,,,,0.8438775539398193,
8,7399,,,,0.19346939027309418,
8,7449,,,,1.5826530456542969,
8,7499,,,,0.22816325724124908,
8,7549,,,,0.4995918273925781,
8,7599,,,,0.7675510048866272,
8,7613,,,,,0.6864286661148071
9,7649,,,,0.05755101889371872,
9,7699,,,,0.5618367195129395,
9,7749,,,,0.6263265013694763,
9,7799,,,,0.4265305995941162,
9,7849,,,,0.9418367147445679,
9,7899,,,,1.2285714149475098,
9,7949,,,,0.9216326475143433,
9,7999,,,,0.11591836810112,
9,8049,,,,1.6891835927963257,
9,8099,,,,1.7400000095367432,
9,8149,,,,0.6599999666213989,
9,8199,,,,0.02530612237751484,
9,8249,,,,0.21367347240447998,
9,8299,,,,0.4281632602214813,
9,8349,,,,0.6216326355934143,
9,8399,,,,0.09020408242940903,
9,8449,,,,0.41387754678726196,
9,8459,,,,,0.6864286661148071
10,8499,,,,0.831428587436676,
10,8549,,,,0.20938774943351746,
10,8599,,,,1.0928571224212646,
10,8649,,,,2.6730611324310303,
10,8699,,,,0.1744897961616516,
10,8749,,,,0.0024489795323461294,
10,8799,,,,0.6748979687690735,
10,8849,,,,0.0,
10,8899,,,,1.3046938180923462,
10,8949,,,,0.15693877637386322,
10,8999,,,,0.016938775777816772,
10,9049,,,,0.42204082012176514,
10,9099,,,,0.3432652950286865,
10,9149,,,,0.6514285802841187,
10,9199,,,,0.08346938341856003,
10,9249,,,,1.4399999380111694,
10,9299,,,,0.2685714364051819,
10,9305,,,,,0.6864286661148071
11,9349,,,,0.3006122410297394,
11,9399,,,,0.2779591679573059,
11,9449,,,,1.5473469495773315,
11,9499,,,,0.4436734616756439,
11,9549,,,,1.0565305948257446,
11,9599,,,,0.40714284777641296,
11,9649,,,,4.153061389923096,
11,9699,,,,0.04755102097988129,
11,9749,,,,0.5899999737739563,
11,9799,,,,0.5151020288467407,
11,9849,,,,0.713469386100769,
11,9899,,,,0.026938775554299355,
11,9949,,,,0.1516326516866684,
11,9999,,,,0.23040816187858582,
11,10049,,,,0.15204080939292908,
11,10099,,,,0.514081597328186,
11,10149,,,,0.09183673560619354,
11,10151,,,,,0.6864286661148071
12,10199,,,,0.05632653087377548,
12,10249,,,,0.4663265347480774,
12,10299,,,,3.62387752532959,
12,10349,,,,0.1516326516866684,
12,10399,,,,0.02897959202528,
12,10449,,,,0.12102040648460388,
12,10499,,,,1.14530611038208,
12,10549,,,,0.33204081654548645,
12,10599,,,,2.0240817070007324,
12,10649,,,,0.5971428751945496,
12,10699,,,,0.9148979187011719,
12,10749,,,,0.038163263350725174,
12,10799,,,,0.13897958397865295,
12,10849,,,,0.38530611991882324,
12,10899,,,,0.1387755125761032,
12,10949,,,,0.3244898021221161,
12,10997,,,,,0.6864286661148071
13,10999,,,,0.3710204064846039,
13,11049,,,,0.16183672845363617,
13,11099,,,,0.5618367195129395,
13,11149,,,,0.17102040350437164,
13,11199,,,,0.41122448444366455,
13,11249,,,,0.8595918416976929,
13,11299,,,,1.1951019763946533,
13,11349,,,,0.37918367981910706,
13,11399,,,,0.2018367350101471,
13,11449,,,,0.013673469424247742,
13,11499,,,,1.5689796209335327,
13,11549,,,,1.427551031112671,
13,11599,,,,0.0,
13,11649,,,,0.38428571820259094,
13,11699,,,,0.5624489784240723,
13,11749,,,,0.2328571379184723,
13,11799,,,,0.3851020336151123,
13,11843,,,,,0.6864286661148071
14,11849,,,,0.5083673596382141,
14,11899,,,,0.4916326403617859,
14,11949,,,,0.022653060033917427,
14,11999,,,,0.26673468947410583,
14,12049,,,,0.6761224269866943,
14,12099,,,,1.0226531028747559,
14,12149,,,,1.1287754774093628,
14,12199,,,,4.304489612579346,
14,12249,,,,1.4663264751434326,
14,12299,,,,0.015102040953934193,
14,12349,,,,0.8595918416976929,
14,12399,,,,0.22632652521133423,
14,12449,,,,0.13836733996868134,
14,12499,,,,2.522244930267334,
14,12549,,,,0.35999998450279236,
14,12599,,,,0.4814285635948181,
14,12649,,,,1.0326530933380127,
14,12689,,,,,0.6864286661148071
15,12699,,,,0.6671428680419922,
15,12749,,,,0.9257142543792725,
15,12799,,,,0.4953061044216156,
15,12849,,,,0.026530612260103226,
15,12899,,,,0.4518367350101471,
15,12949,,,,2.3910202980041504,
15,12999,,,,0.8393877148628235,
15,13049,,,,1.5979591608047485,
15,13099,,,,0.513469398021698,
15,13149,,,,1.5302040576934814,
15,13199,,,,0.19326530396938324,
15,13249,,,,0.7583673596382141,
15,13299,,,,1.600816249847412,
15,13349,,,,0.28918367624282837,
15,13399,,,,0.39408162236213684,
15,13449,,,,1.776938796043396,
15,13499,,,,0.5851020216941833,
15,13535,,,,,0.6864286661148071
16,13549,,,,0.15183673799037933,
16,13599,,,,0.4310204088687897,
16,13649,,,,2.5330612659454346,
16,13699,,,,0.25,
16,13749,,,,0.01408163271844387,
16,13799,,,,0.964489758014679,
16,13849,,,,0.40040814876556396,
16,13899,,,,0.2861224412918091,
16,13949,,,,0.1981632560491562,
16,13999,,,,0.3277550935745239,
16,14049,,,,0.1967346966266632,
16,14099,,,,0.07469387352466583,
16,14149,,,,0.15020407736301422,
16,14199,,,,0.13775509595870972,
16,14249,,,,0.2840816378593445,
16,14299,,,,0.2044897973537445,
16,14349,,,,0.5828571319580078,
16,14381,,,,,0.6864286661148071
17,14399,,,,0.16020408272743225,
17,14449,,,,1.7477550506591797,
17,14499,,,,0.15408162772655487,
17,14549,,,,1.2791836261749268,
17,14599,,,,0.25591835379600525,
17,14649,,,,2.2893877029418945,
17,14699,,,,0.13775509595870972,
17,14749,,,,0.8399999737739563,
17,14799,,,,0.7259183526039124,
17,14849,,,,0.19448979198932648,
17,14899,,,,0.080204077064991,
17,14949,,,,0.641632616519928,
17,14999,,,,0.0838775485754013,
17,15049,,,,0.4669387638568878,
17,15099,,,,0.46346938610076904,
17,15149,,,,0.1697959154844284,
17,15199,,,,0.08551020175218582,
17,15227,,,,,0.6864286661148071
18,15249,,,,0.041428569704294205,
18,15299,,,,0.372653067111969,
18,15349,,,,0.6620408296585083,
18,15399,,,,0.0,
18,15449,,,,0.5361224412918091,
18,15499,,,,0.30510205030441284,
18,15549,,,,0.23163264989852905,
18,15599,,,,0.17469388246536255,
18,15649,,,,0.6153061389923096,
18,15699,,,,0.3716326355934143,
18,15749,,,,0.8253061175346375,
18,15799,,,,1.4432653188705444,
18,15849,,,,0.027346938848495483,
18,15899,,,,1.9530612230300903,
18,15949,,,,0.06326530873775482,
18,15999,,,,1.5483673810958862,
18,16049,,,,0.30673468112945557,
18,16073,,,,,0.6864286661148071
19,16099,,,,0.4175510108470917,
19,16149,,,,0.027959182858467102,
19,16199,,,,0.42836734652519226,
19,16249,,,,0.4899999797344208,
19,16299,,,,0.5257142782211304,
19,16349,,,,0.2506122291088104,
19,16399,,,,0.0,
19,16449,,,,1.5273469686508179,
19,16499,,,,2.7293877601623535,
19,16549,,,,0.8128571510314941,
19,16599,,,,0.27551019191741943,
19,16649,,,,1.1346938610076904,
19,16699,,,,0.7977550625801086,
19,16749,,,,0.8344897627830505,
19,16799,,,,0.018979592248797417,
19,16849,,,,0.9814285635948181,
19,16899,,,,0.160408154129982,
19,16919,,,,,0.6864286661148071
20,16920,0.9937241673469543,0.0,0.6275647878646851,,
